Folio	CIF	Nombre	Segundo Nombre	Primer Apellido	Segundo Apellido	Telefono	Domicilio	Estado	Plaza	Regional
646867	676055	Laura	Clara	Montalvo	Quintana	8505785202	"Calle República Centroafricana 626 Edif. 238 , Depto. 928 Nueva Hungría, CHIS 27826-2367"	Chihuahua	3	SUR
600546	210632	Natalia	Cristian	Corrales	Soria	9798646376	"Periférico Bahena 631 929 Vieja Bulgaria, MEX 38355-4847"	Veracruz de Ignacio de la Llave	32	NORTE
634443	378336	Luz	Armando	Otero	Baca	9505054895	"Ampliación Sur Cano 635 Edif. 699 , Depto. 167 Vieja Singapur, TAB 50567-7693"	Durango	35	OCCIDENTE
546540	368018	Nancy	Silvia	Rodríquez	Alcántar	7388265890	"Eje vial Norte Leal 211 Interior 835 Nueva Finlandia, DGO 46411"	Colima	24	SUR
690934	934290	Indira	Socorro	Sepúlveda	Valdés	1509003489	"Retorno Oaxaca 922 Edif. 971 , Depto. 886 Vieja Irán, NL 41580-6693"	Guanajuato	43	CENTRO
607001	609549	Ernesto	Francisco	Contreras	Zapata	9103925579	"Prolongación Norte Jurado 139 549 San Adela los altos, JAL 41996-9749"	Jalisco	46	OCCIDENTE
43272	732543	Sonia	Laura	Gaitán	de la Crúz	9415541149	"Peatonal Luxemburgo 414 Edif. 399 , Depto. 257 San Elvira los bajos, VER 31677-8473"	Puebla	8	SUR
488861	127765	Susana	Berta	Cabán	Tórrez	3380325158	"Calle Somalia 295 Interior 692 San Cristal los altos, CHIS 14276-6996"	Tlaxcala	13	OCCIDENTE
849242	988451	Florencia	Mayte	Loya	Cuellar	6393523093	"Cerrada Loya 839 Edif. 866 , Depto. 356 Vieja Granada, SON 72803-9571"	Morelos	5	NORTE
39129	56001	Eva	Mónica	Villalpando	Saucedo	3607554462	"Ampliación Belice 768 184 Vieja Iraq, BC 34152"	Chihuahua	23	CENTRO
296446	485448	Carlota	Bianca	Guerrero	Salgado	2815346341	"Retorno San Luis Potosí 282 Edif. 453 , Depto. 352 San Alonso los altos, JAL 16911"	Zacatecas	34	SUR
916198	907301	Alfredo	Sara	Barraza	Cruz	3883972341	"Boulevard Mejía 534 Interior 208 San Ivonne de la Montaña, SIN 29607"	Nayarit	17	OCCIDENTE
212652	475279	Humberto	Berta	Oquendo	Durán	5878591737	"Continuación Lesotho 459 639 San Darío los altos, MEX 85577"	Zacatecas	18	NORTE
177736	708713	Esperanza	Rosalia	Gálvez	Valenzuela	5064274421	"Periférico Chihuahua 654 Edif. 477 , Depto. 455 Nueva Argelia, OAX 75879-3484"	Distrito Federal	27	SUR
595968	460478	Dulce María	Aldonza	Arguello	Cardona	4646753477	"Periférico Sonora 457 Interior 065 Nueva Bolivia, ZAC 44117-7709"	Colima	40	NORTE
110568	576864	Claudia	Jos	Flores	Palacios	5345305145	"Continuación Nuevo León 219 Edif. 233 , Depto. 094 Nueva Suiza, CHIS 11429"	Zacatecas	41	NORTE
82048	637421	Ariadna	Cristian	Saldaña	Reyes	7055343592	"Eje vial Ledesma 873 Edif. 759 , Depto. 487 Vieja Togo, COL 83788"	San Luis Potosí	41	NORTE
102648	286262	Fabiola	Gerardo	Cortés	Torres	3153041038	"Calle Norte Mata 365 132 San Rocío de la Montaña, MICH 09323"	Baja California	37	SUR
77106	145643	Wendolin	Gregorio	Pelayo	Garica	3925662626	"Boulevard Sur García 733 Edif. 363 , Depto. 667 Nueva Eslovenia, OAX 21170"	Nuevo León	17	OCCIDENTE
468566	882497	Jacinto	Espartaco	Niño	Nieves	2243266078	"Peatonal Campeche 722 Edif. 877 , Depto. 678 Vieja Sierra Leona, CHIS 97089-7700"	Colima	4	SUR
879051	456500	Alfredo	Marco Antonio	Salazar	Bustos	2253101414	"Pasaje República Centroafricana 292 Interior 466 San Sonia los bajos, COAH 34231"	Tabasco	14	SUR
265138	76961	Juan Carlos	Daniel	Apodaca	Leal	4720984957	"Callejón Norte Sáenz 606 182 Nueva Congo, Q. ROO 86141"	Yucatán	36	CENTRO
489117	161534	Marisol	Andrés	Chapa	Yáñez	3108019778	"Privada Sur Molina 318 Interior 095 San Gilberto de la Montaña, DF 33522"	México	14	SUR
537688	659240	Sessa	Alejandra	Sepúlveda	Fernández	5757211676	"Cerrada San Luis Potosí 738 167 Nueva Guinea, Q. ROO 82652"	Baja California Sur	6	SUR
598549	75325	Soledad	Marisol	Melgar	Mena	8235827691	"Boulevard Bonilla 285 Interior 815 San Alejandra los altos, MOR 13973"	Puebla	39	NORTE
552866	533358	Lucas	Elvira	Roldán	Rocha	7460682593	"Avenida Palomo 259 644 Nueva Azerbaiyán, COL 69869"	Chiapas	40	SUR
377525	920328	Elsa	Emilio	Zavala	Solorio	9664749071	"Diagonal Puebla 593 Edif. 060 , Depto. 542 Vieja Paraguay, GTO 56866-4831"	Yucatán	20	CENTRO
646171	483819	Salvador	Homero	Valentín	Miramontes	3658375672	"Pasaje Islas Salomón 006 486 Nueva Nicaragua, COAH 28737"	San Luis Potosí	43	OCCIDENTE
360001	146483	Reina	Fabiola	Sosa	Orozco	8406239592	"Privada Portugal 585 Edif. 422 , Depto. 532 Nueva Qatar, BC 62261-9594"	Chiapas	8	OCCIDENTE
516197	855005	Georgina	Soledad	Mesa	Ávalos	7839405538	"Ampliación Djibouti 930 Edif. 934 , Depto. 176 Nueva Eritrea, MEX 44320-5582"	Baja California	32	SUR
315471	842326	Fabiola	Renato	Domínguez	Ortega	6620787019	"Boulevard Zambrano 045 Interior 126 San Marisol los altos, GTO 14349"	Michoacán de Ocampo	27	NORTE
979304	353742	Carlos	Mayte	Cervántez	Pérez	5730946902	"Circuito Dominicana 739 Interior 063 San Aldo los altos, COL 94142"	Guerrero	16	SUR
584444	253827	Itzel	Alfredo	Cisneros	Miramontes	2773663971	"Viaducto Durango 919 Interior 870 Vieja Nicaragua, HGO 67781-6223"	Veracruz de Ignacio de la Llave	45	SUR
878934	365287	Ángel	Mateo	Villa	Sosa	7932314568	"Calzada Serrano 451 Edif. 450 , Depto. 276 Vieja Islandia, TLAX 94696-0552"	Tlaxcala	32	SUR
101171	811124	María Eugenia	Cornelio	Cintrón	Barajas	8964102282	"Corredor Rodarte 102 Interior 492 San Noelia los altos, NL 37450-1850"	Veracruz de Ignacio de la Llave	37	SUR
769840	881698	Patricia	Tomás	Páez	Urrutia	4662739225	"Callejón Marruecos 469 Edif. 775 , Depto. 687 San Carlota de la Montaña, COL 57998-5134"	Coahuila de Zaragoza	47	OCCIDENTE
232513	497844	Carlos	Mario	Feliciano	Partida	3827115954	"Diagonal Baja California 988 Interior 880 San Modesto de la Montaña, DF 63260"	Hidalgo	9	SUR
735613	18407	José Eduardo	Jorge Luis	Flores	Armenta	7963589281	"Callejón Líbano 212 Edif. 710 , Depto. 917 San Óscar los bajos, BCS 54134-9277"	Michoacán de Ocampo	19	OCCIDENTE
854313	844107	Olivia	Gloria	Maestas	Camacho	1777185007	"Circunvalación Guanajuato 882 372 Vieja Maldivas, TLAX 82641-7591"	Nuevo León	39	SUR
94976	369469	Pedro	Felipe	Valdez	del Río	6386114198	"Avenida Peña 675 Edif. 717 , Depto. 100 San Homero los bajos, SON 15300-7511"	San Luis Potosí	21	NORTE
72905	810514	Marisela	Sessa	Abreu	Verduzco	8808772034	"Boulevard Comoras 632 Interior 968 Nueva Eslovaquia, SON 67350"	San Luis Potosí	17	OCCIDENTE
880366	49518	Lucía	Diego	Corral	Samaniego	6261030333	"Prolongación Somalia 896 Edif. 594 , Depto. 915 Nueva Gambia, DGO 42054-3447"	Tabasco	17	OCCIDENTE
327960	445211	Eduardo	Ilse	Romo	Frías	5184219070	"Circuito Sur Pantoja 494 819 Vieja República de Moldova, BC 50525"	Coahuila de Zaragoza	28	OCCIDENTE
130146	422794	Esparta	Ana Luisa	Badillo	Rodríquez	9011220899	"Circunvalación Uribe 575 Interior 373 Nueva República Dominicana, AGS 32618"	Aguascalientes	28	SUR
743775	950902	Nelly	Andrea	Haro	Rivas	4644030083	"Andador Zacatecas 773 791 San Mitzy los altos, GTO 06965-0652"	México	9	CENTRO
548663	587009	Guillermo	Felix	Montero	Solano	7767623440	"Andador México 646 Interior 564 San Bernabé los bajos, Q. ROO 33702"	Yucatán	3	OCCIDENTE
75221	435630	Lucía	Isaac	Crespo	Quintana	7376922998	"Pasaje Corona 601 249 Nueva Gambia, NL 05604"	Morelos	25	CENTRO
130699	831507	Alejandra	Marisela	Razo	Amador	7783005890	"Periférico Etiopía 676 Interior 177 Nueva Samoa, HGO 15928"	Nuevo León	24	CENTRO
766544	789445	Hugo	Raúl	Pineda	Rodarte	1074038959	"Circuito Norte Orozco 951 Edif. 863 , Depto. 546 Nueva Tailandia, ZAC 05138"	Nuevo León	45	OCCIDENTE
753993	782292	Rodolfo	Eloisa	de León	Montez	9234137618	"Avenida Tlaxcala 150 870 San Joaquín los altos, BC 84754"	Sinaloa	32	SUR
747719	681042	Verónica	René	Cintrón	Sauceda	2805227804	"Cerrada Sur Escamilla 869 626 Vieja Papua Nueva Guinea, YUC 99948-8360"	Baja California Sur	22	OCCIDENTE
992088	580571	Esther	Itzel	Limón	Arce	6784406996	"Continuación Sur Moreno 619 497 Vieja Burkina Faso, QRO 77953"	San Luis Potosí	13	SUR
430082	596206	Estefanía	Serafín	Rosales	Huerta	2700094691	"Calle Nuevo León 978 Edif. 498 , Depto. 618 San Yeni los altos, AGS 02554-2411"	Oaxaca	23	OCCIDENTE
575957	506427	Maximiliano	Alta  Gracia	Duarte	Alejandro	9052055058	"Diagonal Norte Ramírez 822 Interior 465 San Cynthia de la Montaña, QRO 69265-6650"	Tlaxcala	24	OCCIDENTE
386070	956909	Lucía	Marisela	Gómez	Paredes	9186006210	"Calzada Vargas 857 Interior 613 Nueva Australia, AGS 55922"	Yucatán	6	NORTE
296580	980282	Felix	Elias	Granado	Sánchez	1483666793	"Privada Sur Cintrón 727 Interior 413 Vieja Libia, PUE 20146-9587"	Chihuahua	19	OCCIDENTE
989589	516786	Nayeli	José Eduardo	Gracia	Arellano	1351612355	"Retorno Norte Salazar 323 Edif. 738 , Depto. 104 San Yeni los altos, NAY 60626-0790"	Sinaloa	12	NORTE
355666	949811	Patricio	Citlali	Montemayor	Quintanilla	6576671975	"Calzada Sur Ordóñez 444 975 San Olivia los bajos, GTO 18815"	Colima	13	CENTRO
481412	470308	Estela	Blanca	Cotto	Cervantes	2703254601	"Prolongación Norte Medrano 832 Edif. 721 , Depto. 921 San Abelardo los bajos, CAMP 60144-2756"	Oaxaca	10	NORTE
295335	577688	Catalina	Ramón	Elizondo	Rojo	2530776763	"Continuación Costa Rica 624 097 San Jos los bajos, Q. ROO 61571"	Guanajuato	18	CENTRO
157181	714266	Jorge Luis	Nayeli	Vargas	Sepúlveda	1022592588	"Callejón Sri Lanka 626 302 Vieja Georgia, NAY 34143"	Coahuila de Zaragoza	49	CENTRO
475949	3506	Andrés	Alicia	Lerma	Romo	8273875895	"Avenida Sur Ornelas 297 707 Vieja China, NL 00355"	Baja California Sur	44	CENTRO
667454	337504	Silvano	Gabriel	Lucio	Lara	5546465523	"Boulevard Razo 887 117 Vieja Bahamas, TAB 58753-7119"	Hidalgo	24	SUR
163560	137473	Roberto	Aurelio	Badillo	Gamez	1210843108	"Pasaje Guerrero 223 Edif. 994 , Depto. 735 San Jesús de la Montaña, SLP 40240"	Morelos	38	SUR
479600	663766	Raúl	Yolanda	Cabrera	Pantoja	7237657245	"Peatonal Nayarit 178 676 Vieja Nueva Zelandia, SON 07232"	Zacatecas	40	SUR
107368	652199	Ignacio	Carolina	Sevilla	Franco	2656230382	"Circunvalación India 914 Edif. 631 , Depto. 356 Nueva Benin, SLP 13106"	Quintana Roo	20	SUR
537587	753191	Emilia	Helena	Alarcón	Zapata	1587055822	"Diagonal Sur Valencia 675 Interior 145 San José María de la Montaña, CHIH 80505"	Distrito Federal	34	CENTRO
724763	545460	Trinidad	Mateo	Cortés	Chacón	2019526862	"Retorno Indonesia 579 Edif. 369 , Depto. 008 San Úrsula los altos, MOR 57876"	Querétaro	1	OCCIDENTE
405594	911347	Alfonso	Soledad	Terán	Arias	1788027520	"Viaducto Kuwait 429 Edif. 402 , Depto. 518 San Noelia los altos, SLP 33048-7687"	Querétaro	28	NORTE
419277	907112	Cristian	Agustín	Reyes	Trujillo	8542122087	"Viaducto Campeche 179 Edif. 817 , Depto. 136 San Fernando los altos, PUE 42587-8000"	San Luis Potosí	8	NORTE
184759	563069	Eloisa	Israel	Verdugo	Carmona	5644452022	"Eje vial Oaxaca 629 539 Vieja Barbados, COL 22578"	Sonora	43	OCCIDENTE
690356	494618	Israel	Espartaco	Núñez	Ballesteros	8309987471	"Pasaje Almonte 107 Edif. 443 , Depto. 303 Nueva Noruega, MOR 59795-3386"	Sonora	17	SUR
464863	47372	Aldo	Yuridia	Naranjo	Alva	9258867193	"Cerrada Sur Olvera 305 Edif. 366 , Depto. 653 Nueva Rumania, YUC 04376"	Baja California	10	SUR
316106	743260	Mayte	María Luisa	Melgar	Olivo	5959657133	"Avenida Jordania 156 Edif. 634 , Depto. 882 San Julio César los bajos, COL 15505"	Coahuila de Zaragoza	18	OCCIDENTE
512041	449050	Mónica	Emilia	Prieto	Abreu	3896572219	"Prolongación Morelos 531 Edif. 353 , Depto. 520 San María de la Montaña, AGS 90041-0915"	Coahuila de Zaragoza	5	NORTE
848815	819595	Pedro	José Carlos	Casanova	Ybarra	5675973471	"Eje vial de Anda 065 560 Vieja Colombia, ZAC 55504-2324"	Campeche	14	CENTRO
7368	2409	Martha	Rufino	Riojas	Gurule	3980406895	"Callejón Sonora 073 616 Vieja Líbano, GRO 26214-5779"	Sinaloa	46	SUR
605380	926013	Marisol	Evelio	Aguirre	Huerta	8267838230	"Circunvalación Zacatecas 149 Edif. 936 , Depto. 372 San Marcela los bajos, CHIH 33478-9372"	Sinaloa	17	NORTE
373067	418815	Marcos	Octavio	Raya	Bétancourt	1512493380	"Calle Guerrero 907 582 Nueva Nicaragua, VER 86384"	México	49	NORTE
47805	538078	Isaac	Agustín	Duarte	Jaime	2394437339	"Diagonal Jalisco 426 Interior 132 San Jesús los bajos, CHIH 61811-3464"	San Luis Potosí	25	OCCIDENTE
639104	971002	María Teresa	Rocío	Duarte	Amaya	1385396684	"Cerrada Norte Bustamante 477 Interior 169 San José Manuél de la Montaña, CHIH 25452-6217"	Tlaxcala	12	CENTRO
920048	410348	Eric	Luz	Carbajal	Morales	2038561584	"Eje vial Distrito Federal 730 332 Vieja Rwanda, DGO 44733"	Tlaxcala	21	SUR
72945	217501	Pablo	Amanda	Ramírez	Peres	9744250987	"Viaducto Irán 187 274 San Benito los altos, MEX 18575-8478"	Guerrero	28	NORTE
425668	899773	Débora	Sara	Henríquez	Barrientos	9765403590	"Privada Michoacán de Ocampo 963 Edif. 144 , Depto. 599 San Porfirio los altos, CHIH 97364"	Durango	30	NORTE
481070	955212	Clemente	Dalia	Negrón	Garrido	2099955071	"Cerrada Armendáriz 075 313 Vieja República Federal Democrática de Nepal, MOR 08996-2458"	Aguascalientes	44	OCCIDENTE
994724	323164	Elias	María José	Valentín	Barraza	8102697359	"Andador Norte Bustamante 806 Edif. 321 , Depto. 680 Vieja Kirguistán, AGS 49681-1923"	Tamaulipas	30	NORTE
2688	418424	Isaac	Esperanza	Contreras	Arteaga	2404209968	"Viaducto Norte Guardado 497 498 Vieja República de Corea, COAH 71689-7617"	Aguascalientes	23	SUR
785040	499766	Hermelinda	Perla	Sandoval	de la Crúz	9480514395	"Diagonal Mateo 106 Edif. 306 , Depto. 754 Vieja Mozambique, GTO 39954"	Querétaro	49	SUR
377180	742030	Emilio	Luz	Robledo	Lomeli	3397388149	"Callejón Tabasco 609 191 Nueva Malawi, DF 20430-2582"	San Luis Potosí	4	NORTE
130124	694786	Perla	Mario	Castañeda	Casares	2211802744	"Diagonal Sur Zayas 277 Interior 879 Nueva Tailandia, CHIH 97809-5743"	Yucatán	47	SUR
154977	326146	Sandra	Dulce	Fajardo	Barajas	5882731412	"Eje vial Norte Caballero 026 069 San Paulina de la Montaña, CAMP 71876-7633"	Veracruz de Ignacio de la Llave	5	SUR
95690	285409	Julio César	Marisela	Peña	Urías	3952076457	"Eje vial Sur Peralta 024 383 San Verónica los bajos, MICH 57068"	Campeche	6	NORTE
828801	30803	Itzel	José Luis	Espinosa	Orta	1588762136	"Diagonal Sur Verduzco 859 Edif. 380 , Depto. 834 San Federico los bajos, DGO 51685"	Morelos	26	NORTE
236633	866765	Zacarías	Claudio	Salcedo	Varela	5915896235	"Prolongación Norte Rolón 827 Edif. 516 , Depto. 649 San Roberto los altos, VER 39129-1263"	Baja California	20	SUR
101619	327293	Abraham	Graciela	Salgado	Sevilla	1461895341	"Ampliación Tlaxcala 949 281 San Adalberto los bajos, VER 42057"	San Luis Potosí	44	SUR
906841	86541	Zeferino	Anel	Cardona	Ojeda	4303156300	"Corredor Swazilandia 948 Edif. 642 , Depto. 518 Nueva Senegal, COAH 49377"	San Luis Potosí	2	SUR
66955	753038	René	Ricardo	Sarabia	Montoya	9468643487	"Andador Ocasio 631 Interior 712 Nueva Afganistán, COAH 25659-6993"	Durango	30	OCCIDENTE
552881	943155	Patricio	Antonio	Gómez	Acuña	5062547692	"Calle Acosta 292 470 San Rosa los bajos, NAY 48435-2264"	Tabasco	32	SUR
778160	68283	Beatriz	Héctor	Pabón	Corrales	5084864572	"Circuito Quintana Roo 979 301 Vieja Estonia, GTO 60497"	Campeche	3	NORTE
89771	150483	Luis	Violeta	Carreón	Domínguez	9851837051	"Pasaje Sinaloa 421 111 Nueva Barbados, COAH 04384"	Chiapas	36	OCCIDENTE
828543	150007	Claudio	Leonardo	Quiñónez	Santiago	5297463448	"Pasaje Samoa 547 Edif. 856 , Depto. 434 San Asunción los bajos, HGO 55006"	San Luis Potosí	37	NORTE
805234	635117	Zacarías	Gilberto	Otero	Bermúdez	8600688283	"Pasaje Reino Unido de Gran Bretaña e Irlanda del Norte 034 737 San Arcelia los bajos, VER 55359-2968"	Coahuila de Zaragoza	47	NORTE
154359	30032	Adán	Verónica	Garibay	Mayorga	1284546001	"Diagonal Sur Reynoso 114 Edif. 308 , Depto. 074 Vieja Indonesia, SON 95477-7218"	Colima	10	OCCIDENTE
179811	231053	Julio	Emilia	Barragán	Gracia	6628994658	"Peatonal Sur Arevalo 199 Interior 184 San Andrés de la Montaña, NL 01736"	San Luis Potosí	40	CENTRO
561111	538621	Benjamín	Joaquín	Colón	Mendoza	8857242335	"Retorno Mozambique 190 Edif. 583 , Depto. 952 San Noemí de la Montaña, NAY 91902"	Jalisco	24	SUR
869200	521941	Hermelinda	Rebeca	Chávez	Girón	2994928261	"Avenida Norte Montoya 414 519 San Trinidad los altos, SON 02308-9723"	Jalisco	1	CENTRO
315387	440316	Irma	Rosalia	Almonte	Castellanos	8101699178	"Boulevard Norte Aranda 407 Interior 932 San Eva los altos, AGS 24926-3224"	Querétaro	15	SUR
169069	419694	Ana Luisa	Emilia	Figueroa	Chavarría	3180570911	"Ampliación República Democrática del Congo 714 Edif. 784 , Depto. 788 San Nicolás los bajos, CHIH 34588-3819"	Guanajuato	29	OCCIDENTE
279778	383454	Bernabé	Susana	Noriega	Nieves	4068294565	"Circuito Tabasco 596 114 San Amalia de la Montaña, GRO 66577"	Chihuahua	25	SUR
335640	489594	Joaquín	María Eugenia	Anaya	Ocasio	5564954154	"Calle Australia 781 Interior 717 San Carla los altos, TAB 07383"	Durango	28	NORTE
871036	529159	Cristal	Judith	Castellanos	Orta	4257588388	"Viaducto Nauru 831 Interior 880 San Genaro los bajos, QRO 29028-6828"	Coahuila de Zaragoza	11	SUR
126739	892370	Vicente	Dulce	Barrientos	Leyva	8162635847	"Viaducto Reino Unido de Gran Bretaña e Irlanda del Norte 619 Interior 803 Vieja Santo Tomé y Príncipe, COAH 10437-1268"	Veracruz de Ignacio de la Llave	16	NORTE
454916	102990	Carlota	Adán	Almonte	Lebrón	7030237796	"Continuación Terán 091 Edif. 488 , Depto. 613 San Humberto los altos, MICH 70408-2195"	Nuevo León	4	CENTRO
252982	75466	Omar	Adriana	Amaya	Cotto	8523747564	"Andador Turkmenistán 886 Edif. 542 , Depto. 970 San Gloria los altos, GTO 13725-3715"	Sonora	48	SUR
977189	830471	Amador	Elsa	Lemus	Peralta	6802389996	"Viaducto Nayarit 739 144 San Eloisa de la Montaña, Q. ROO 20258-0500"	Distrito Federal	20	OCCIDENTE
799661	992176	Liliana	César	Bravo	Tórrez	2455306994	"Retorno Norte Merino 889 Edif. 008 , Depto. 270 San Conchita los bajos, GRO 15665-8315"	Guanajuato	42	SUR
820854	392324	Javier	Eloisa	Delgadillo	Pelayo	3668054253	"Circuito Norte Crespo 506 Edif. 054 , Depto. 179 Nueva Sudán, NAY 90049-3706"	Nuevo León	12	OCCIDENTE
363922	32678	Bianca	Luis Manuel	Barrera	de la Rosa	4914855524	"Corredor de Jesús 018 744 Vieja Papua Nueva Guinea, BC 23160-0220"	Jalisco	47	NORTE
858812	838713	Samuel	Óscar	Pineda	Pacheco	9745139502	"Peatonal Norte Soliz 888 918 Vieja Barbados, DGO 75677"	Yucatán	48	CENTRO
198119	838875	Francisco	Caridad	Matos	Cano	7653668239	"Peatonal Sonora 426 Interior 521 Nueva Gambia, ZAC 85518-5617"	Jalisco	4	SUR
579453	476988	Mauro	Eloy	Huerta	Olivo	7765534296	"Privada Kenya 853 971 Vieja Islas Marshall, CHIS 47256"	Sinaloa	50	CENTRO
813828	790579	Alma	Reina	Armendáriz	Santillán	9210742656	"Eje vial Hungría 719 Edif. 057 , Depto. 427 Vieja República Democrática del Congo, MEX 41437-3703"	Oaxaca	19	OCCIDENTE
316614	444333	Inés	Amador	Arteaga	Arevalo	6567758682	"Andador Durango 267 359 Nueva Georgia, OAX 82272-9617"	Tabasco	17	NORTE
280374	668274	Alfredo	Ignacio	Reyna	Valladares	8781754770	"Prolongación Nigeria 910 323 San Federico los bajos, CAMP 64567-6491"	Distrito Federal	12	OCCIDENTE
341571	614266	Celia	Reynaldo	Carrero	Rodríguez	2563845409	"Privada Albania 430 Edif. 724 , Depto. 421 Nueva Myanmar, PUE 61656"	Puebla	10	CENTRO
675471	733389	Federico	Jesús	Yáñez	Badillo	1649343496	"Eje vial Coahuila de Zaragoza 630 Edif. 618 , Depto. 098 Vieja Países Bajos, MOR 89600-1470"	Baja California Sur	12	NORTE
132451	847599	Gerardo	Celia	Leyva	Rodríguez	7446652161	"Cerrada Durango 996 Interior 749 Vieja Irán, HGO 36849-6361"	Jalisco	18	NORTE
937014	731975	Diego	Amanda	Mendoza	Reyes	2164531003	"Avenida República de Corea 236 116 Nueva Panamá, MEX 86988-0597"	Baja California	21	OCCIDENTE
275867	893422	Anabel	Mariano	Tórrez	Pacheco	6947740929	"Retorno Cisneros 146 Edif. 543 , Depto. 702 San Clara los altos, DF 57214"	Morelos	25	NORTE
505085	891913	Guillermina	Gilberto	Zambrano	Bermúdez	5634166095	"Retorno Badillo 629 Interior 245 San Ana Luisa los altos, GRO 87260-6858"	Tamaulipas	11	NORTE
702448	628178	Hugo	Felipe	Botello	Holguín	6184234853	"Andador Zacatecas 842 Interior 124 San Víctor de la Montaña, SLP 04317"	Aguascalientes	29	CENTRO
986082	371483	Gloria	Arturo	Crespo	Mireles	6359123738	"Andador México 223 Interior 316 Vieja Kirguistán, TAMPS 96183-3473"	Coahuila de Zaragoza	25	NORTE
485731	211818	Armando	Eloy	Solorio	Negrete	3664151438	"Continuación Chile 993 349 San Jacobo de la Montaña, DF 30488-2958"	Querétaro	43	CENTRO
403667	232463	Federico	Teresa	Armas	Becerra	2596504988	"Diagonal Nuevo León 802 340 Vieja Bahamas, NAY 75716"	Nayarit	5	NORTE
838947	342551	Mayte	Lucas	Lemus	de la Garza	8285409860	"Circuito Coahuila de Zaragoza 532 807 Vieja Luxemburgo, MICH 77597"	Quintana Roo	48	CENTRO
410835	174502	Manuel	Rosa	Blanco	Mares	1974418819	"Retorno Sur Vela 271 Edif. 930 , Depto. 237 Nueva México, SIN 31998"	Michoacán de Ocampo	2	SUR
312933	351242	Ofelia	Estefanía	Carbajal	Ordóñez	9261343432	"Corredor Mongolia 162 515 San Sandra los altos, DF 61266-6692"	Chiapas	7	CENTRO
87732	562528	María Luisa	Arcelia	Robledo	Piña	3617521278	"Eje vial Mora 361 Edif. 143 , Depto. 502 Nueva Kirguistán, YUC 86405"	Jalisco	20	CENTRO
157578	105660	Hernán	Francisco Javier	Gurule	Noriega	8470103089	"Calzada Ávalos 569 Edif. 706 , Depto. 387 San Armando los bajos, OAX 24559-2873"	Chiapas	12	CENTRO
569189	657585	Abel	Abril	Urrutia	Salas	9158192612	"Calzada Sur Palomo 224 578 Nueva Camboya, OAX 58541"	Colima	23	NORTE
93647	313830	Dulce	Elena	Orellana	Saldaña	9752142034	"Calzada Kazajstán 179 Edif. 638 , Depto. 798 San Asunción de la Montaña, CHIS 97340-4494"	Michoacán de Ocampo	17	CENTRO
649265	678112	Jos	David	Cabán	Nava	5129882570	"Ampliación Arabia Saudita 336 Edif. 794 , Depto. 919 Nueva República de Moldova, NAY 56571-3338"	Nuevo León	35	NORTE
129827	795947	Sara	Jacobo	Leiva	Segovia	5110137635	"Corredor Téllez 690 Interior 392 San Mónica de la Montaña, HGO 89015"	Sonora	6	SUR
734939	263691	Lilia	Wilfrido	Romo	Casanova	3691304021	"Corredor Norte Miramontes 116 772 Nueva Bélgica, MEX 60634-5663"	Yucatán	21	CENTRO
29166	735779	Diana	Eloy	Casas	Macías	7647389200	"Cerrada de Jesús 870 Interior 620 San David los bajos, YUC 41774-3204"	Guerrero	42	CENTRO
886784	832631	Estela	Isabela	Samaniego	Montemayor	5906998025	"Privada San Marino 618 Edif. 176 , Depto. 280 Vieja Bulgaria, BC 78799-2883"	Quintana Roo	21	SUR
515228	931978	Margarita	Elena	Rolón	de la Rosa	9783406383	"Avenida Aguascalientes 004 011 Nueva Venezuela, GRO 42374"	Durango	28	OCCIDENTE
896973	76922	María Cristina	Daniel	Ozuna	Menéndez	6547454516	"Calzada Cano 215 665 Vieja República Centroafricana, ZAC 01325"	Querétaro	47	SUR
704110	796539	Angélica	Itzel	Flórez	Arredondo	8536023140	"Avenida Suiza 245 Edif. 597 , Depto. 884 Nueva Islas Marshall, ZAC 67619-8392"	Colima	20	OCCIDENTE
169359	635211	Leticia	Karla	Viera	Acosta	9045247580	"Circunvalación Norte Rocha 959 Edif. 873 , Depto. 992 San Caridad los bajos, VER 31520-2007"	Chiapas	33	SUR
710093	381371	Salvador	Jerónimo	Ruiz	Anguiano	6734519666	"Calle Côte d'Ivoire 217 Interior 996 San Aldo los bajos, BC 19209-9852"	Colima	11	SUR
372875	705550	Barbara	Micaela	Torres	Saiz	5897421200	"Callejón Sur Anaya 438 080 San Horacio de la Montaña, HGO 81690"	Hidalgo	49	OCCIDENTE
527385	963213	Esmeralda	Socorro	Lara	Franco	7971510553	"Calle Sur Rosales 889 426 San Rosalia los altos, BC 98302-2320"	Jalisco	33	OCCIDENTE
880050	283297	Santiago	Araceli	Villarreal	Mojica	7274125489	"Callejón Honduras 204 Edif. 233 , Depto. 602 Nueva Bhután, SLP 98696"	Tabasco	43	CENTRO
368720	877279	Cristobal	Nicolás	Flórez	Vigil	3475286742	"Periférico Arabia Saudita 241 Edif. 753 , Depto. 903 San José Carlos los altos, COL 62395"	Campeche	28	SUR
121882	181565	Adalberto	Guillermina	Alarcón	Zamudio	9547866438	"Peatonal Sur Ibarra 046 Interior 967 San Lucía los bajos, DGO 21767"	Tamaulipas	39	NORTE
489228	695343	Roberto	Mitzy	Altamirano	Cano	4651587967	"Prolongación Nayarit 427 950 Nueva Eslovaquia, PUE 78470-6985"	Campeche	32	NORTE
